768698,34399,0,123
768711,15377,0,53
768724,0,0,0
768737,0,0,0
768750,0,0,0
768763,0,0,0
768776,0,0,0
768789,0,0,0
768802,0,0,0
768815,0,0,0
768828,0,0,0
768841,0,0,0
768854,0,0,0
768867,0,0,0
768880,0,0,0
768893,0,0,0
768906,0,0,0
768919,0,0,0
768932,0,0,0
768945,2018,0,0
768958,6662,0,23
768971,30870,0,84
768984,0,0,0
768997,0,0,0
769010,0,0,0
769023,0,0,0
769036,0,0,0
769049,0,0,0
769062,0,0,0
769075,0,0,0
769088,0,0,0
769101,0,0,0
769114,0,0,0
769127,0,0,0
769140,0,0,0
769153,0,0,0
769166,0,0,0
769179,0,0,0
769192,1944,0,7
769205,0,0,0
769218,0,0,0
769231,30879,0,84
769244,0,0,0
769257,0,0,0
769270,0,0,0
769283,0,0,0
769296,0,0,0
769309,0,0,0
769322,0,0,0
769335,0,0,0
769348,0,0,0
769361,0,0,0
769374,0,0,0
769387,0,0,0
769400,0,0,0
769413,0,0,0
769426,0,0,0
769439,1942,0,7
769452,0,0,0
769465,0,0,0
769478,0,0,0
769491,25489,0,76
769504,0,0,0
769517,0,0,0
769530,0,0,0
769543,0,0,0
769556,0,0,0
769569,0,0,0
769582,0,0,0
769595,0,0,0
769608,0,0,0
769621,0,0,0
769634,0,0,0
769647,0,0,0
769660,0,0,0
769673,0,0,0
769686,0,0,0
769699,1951,0,7
769712,0,0,0
769725,0,0,0
769738,0,0,0
769751,21294,0,76
769764,0,0,0
769777,0,0,0
769790,0,0,0
769803,0,0,0
769816,0,0,0
769829,0,0,0
769842,0,0,0
769855,0,0,0
769868,0,0,0
769881,0,0,0
769894,0,0,0
769907,0,0,0
769920,0,0,0
769933,0,0,0
769946,1933,0,7
769959,0,0,0
769972,0,0,0
769985,0,0,0
769998,0,0,0
770011,17574,0,61
770024,0,0,0
770037,0,0,0
770050,0,0,0
770063,0,0,0
770076,0,0,0
770089,0,0,0
770102,0,0,0
770115,0,0,0
770128,0,0,0
770141,0,0,0
770154,0,0,0
770167,0,0,0
770180,0,0,0
770193,1864,0,7
770206,0,0,0
770219,0,0,0
770232,0,0,0
770245,0,0,0
770258,0,0,0
770271,14208,0,53
770284,0,0,0
770297,0,0,0
770310,0,0,0
770323,0,0,0
770336,0,0,0
770349,0,0,0
770362,0,0,0
770375,0,0,0
770388,0,0,0
770401,0,0,0
770414,0,0,0
770427,0,0,0
770440,0,0,0
770453,1849,0,0
770466,0,0,0
770479,0,0,0
770492,0,0,0
770505,0,0,0
770518,5431,0,23
770531,6343,0,15
770544,0,0,0
770557,0,0,0
770570,0,0,0
770583,0,0,0
770596,0,0,0
770609,0,0,0
770622,0,0,0
770635,0,0,0
770648,0,0,0
770661,0,0,0
770674,0,0,0
770687,0,0,0
770700,1861,0,7
