770713,0,0,0
770726,0,0,0
770739,0,0,0
770752,0,0,0
770765,0,0,0
770778,9806,0,38
770791,0,0,0
770804,0,0,0
770817,0,0,0
770830,0,0,0
770843,0,0,0
770856,0,0,0
770869,0,0,0
770882,0,0,0
770895,0,0,0
770908,0,0,0
770921,0,0,0
770934,0,0,0
770947,1867,0,7
770960,0,0,0
770973,0,0,0
770986,0,0,0
770999,0,0,0
771012,0,0,0
771025,0,0,0
771038,7996,0,30
771051,0,0,0
771064,0,0,0
771077,0,0,0
771090,0,0,0
771103,0,0,0
771116,0,0,0
771129,0,0,0
771142,0,0,0
771155,0,0,0
771168,0,0,0
771181,0,0,0
771194,0,0,0
771207,1793,0,7
771220,0,0,0
771233,0,0,0
771246,0,0,0
771259,0,0,0
771272,0,0,0
771285,6592,0,30
771298,0,0,0
771311,0,0,0
771324,0,0,0
771337,0,0,0
771350,0,0,0
771363,0,0,0
771376,0,0,0
771389,0,0,0
771402,0,0,0
771415,0,0,0
771428,0,0,0
771441,0,0,0
771454,1841,0,7
771467,0,0,0
771480,0,0,0
771493,0,0,0
771506,0,0,0
771519,0,0,0
771532,0,0,0
771545,5450,0,23
771558,0,0,0
771571,0,0,0
771584,0,0,0
771597,0,0,0
771610,0,0,0
771623,0,0,0
771636,0,0,0
771649,0,0,0
771662,0,0,0
771675,0,0,0
771688,0,0,0
771701,1772,0,7
771714,0,0,0
771727,0,0,0
771740,0,0,0
771753,0,0,0
771766,0,0,0
771779,0,0,0
771792,4573,0,23
771805,0,0,0
771818,0,0,0
771831,0,0,0
771844,0,0,0
771857,0,0,0
771870,0,0,0
771883,0,0,0
771896,0,0,0
771909,0,0,0
771922,0,0,0
771935,0,0,0
771948,1742,0,7
771961,0,0,0
771974,0,0,0
771987,0,0,0
772000,0,0,0
772013,0,0,0
772026,0,0,0
772039,0,0,0
772052,3764,0,23
772065,0,0,0
772078,0,0,0
772091,0,0,0
772104,0,0,0
772117,0,0,0
772130,0,0,0
772143,0,0,0
772156,0,0,0
772169,0,0,0
772182,0,0,0
772195,0,0,0
772208,1754,0,0
772221,0,0,0
772234,0,0,0
772247,0,0,0
772260,0,0,0
772273,0,0,0
772286,0,0,0
772299,3018,0,23
772312,0,0,0
772325,0,0,0
772338,0,0,0
772351,0,0,0
772364,0,0,0
772377,0,0,0
772390,0,0,0
772403,0,0,0
772416,0,0,0
772429,0,0,0
772442,0,0,0
772455,1760,0,7
772468,0,0,0
772481,0,0,0
772494,0,0,0
772507,0,0,0
772520,0,0,0
772533,0,0,0
772546,0,0,0
772559,2555,0,15
772572,0,0,0
772585,0,0,0
772598,0,0,0
772611,0,0,0
772624,0,0,0
772637,0,0,0
772650,0,0,0
772663,0,0,0
772676,0,0,0
772689,0,0,0
772702,1728,0,7
772715,0,0,0
772728,0,0,0
772741,0,0,0
772754,0,0,0
772767,0,0,0
772780,0,0,0
772793,0,0,0
772806,2040,0,15
772819,0,0,0
772832,0,0,0
772845,0,0,0
772858,0,0,0
772871,0,0,0
772884,0,0,0
772897,0,0,0
772910,0,0,0
772923,0,0,0
772936,0,0,0
772949,0,0,0
772962,1871,0,7
772975,0,0,0
772988,0,0,0
773001,0,0,0
773014,0,0,0
773027,0,0,0
773040,0,0,0
773053,1674,0,15
773066,0,0,0
773079,0,0,0
773092,0,0,0
773105,0,0,0
773118,0,0,0
773131,0,0,0
773144,0,0,0
773157,0,0,0
773170,0,0,0
773183,0,0,0
773196,0,0,0
773209,1712,0,7
773222,0,0,0
773235,0,0,0
773248,0,0,0
773261,0,0,0
773274,0,0,0
773287,0,0,0
773300,0,0,0
773313,1405,0,15
773326,0,0,0
773339,0,0,0
773352,0,0,0
773365,0,0,0
773378,0,0,0
773391,0,0,0
773404,0,0,0
773417,0,0,0
773430,0,0,0
773443,0,0,0
773456,1638,0,0
773469,0,0,0
773482,0,0,0
773495,0,0,0
773508,0,0,0
773521,0,0,0
773534,0,0,0
773547,0,0,0
773560,1125,0,15
773573,0,0,0
773586,0,0,0
773599,0,0,0
773612,0,0,0
773625,0,0,0
773638,0,0,0
773651,0,0,0
773664,0,0,0
773677,0,0,0
773690,0,0,0
773705,0,0,20
773718,0,0,0
773731,0,0,0
773744,0,0,0
773757,0,0,0
773770,0,0,0
773783,0,0,0
773796,0,0,0
773809,0,0,23
773822,0,0,100
773835,0,0,0
read,396,profiled,data
