254723 53009 0 27
254735 50401 0 21
254748 0 0 0
254761 0 0 0
254774 0 0 0
254787 0 0 0
254800 0 0 0
254813 0 0 0
254826 0 0 0
254839 0 0 0
254852 0 0 0
254865 0 0 0
254878 0 0 0
254891 0 0 0
254904 0 0 0
254917 0 0 0
254930 0 0 0
254943 0 0 0
254956 0 0 0
254969 0 0 0
254982 8280 0 4
254995 54947 0 26
255008 18448 0 7
255021 0 0 0
255034 0 0 0
255047 0 0 0
255060 0 0 0
255073 0 0 0
255086 0 0 0
255099 0 0 0
255112 0 0 0
255125 0 0 0
255138 0 0 0
255151 0 0 0
255164 0 0 0
255177 0 0 0
255190 0 0 0
255203 0 0 0
255216 0 0 0
255229 0 0 0
255242 7265 0 4
255255 48615 0 21
255268 10637 0 4
255281 0 0 0
255294 0 0 0
255307 0 0 0
255320 0 0 0
255333 0 0 0
255346 0 0 0
255359 0 0 0
255372 0 0 0
255385 0 0 0
255398 0 0 0
255411 0 0 0
255424 0 0 0
255437 0 0 0
255450 0 0 0
255463 0 0 0
255476 0 0 0
255489 0 0 0
255502 15165 0 6
255515 40440 0 18
255543 0 0 0
255558 0 0 0
255571 0 0 0
255584 0 0 0
255597 0 0 0
255610 0 0 0
255623 0 0 0
255636 0 0 0
255649 0 0 0
255662 0 0 0
255675 0 0 0
255688 0 0 0
255701 0 0 0
255714 0 0 0
255727 0 0 0
255740 0 0 0
255753 12300 0 6
255766 12943 0 6
255779 19857 0 8
255792 0 0 0
255805 0 0 0
255818 0 0 0
255831 0 0 0
255844 0 0 0
255857 0 0 0
255870 0 0 0
255883 0 0 0
255896 0 0 0
255909 0 0 0
255922 0 0 0
255935 0 0 0
255948 0 0 0
255961 0 0 0
255974 0 0 0
255987 0 0 0
256000 4264 0 3
256013 7086 0 3
256026 26468 0 13
256039 0 0 0
256052 0 0 0
256065 0 0 0
256078 0 0 0
256091 0 0 0
256104 0 0 0
256117 0 0 0
256130 0 0 0
256143 0 0 0
256156 0 0 0
256169 0 0 0
256182 0 0 0
256195 0 0 0
256208 0 0 0
256221 0 0 0
256234 0 0 0
256247 1606 0 1
256260 6815 0 2
256273 4044 0 2
256286 18412 0 9
256299 0 0 0
256312 0 0 0
256325 0 0 0
256338 0 0 0
256351 0 0 0
256364 0 0 0
256377 0 0 0
256390 0 0 0
256403 0 0 0
256416 0 0 0
256429 0 0 0
256442 0 0 0
256455 0 0 0
256468 0 0 0
256481 0 0 0
256494 0 0 0
256507 6945 0 4
256520 2315 0 1
256533 16205 0 8
256546 0 0 0
256559 0 0 0
256572 0 0 0
256585 0 0 0
256598 0 0 0
256611 0 0 0
256624 0 0 0
256637 0 0 0
256650 0 0 0
256663 0 0 0
256676 0 0 0
256689 0 0 0
256702 0 0 0
256715 0 0 0
256728 0 0 0
256741 0 0 0
256754 2647 0 2
256767 3972 0 2
256780 4625 0 1
256793 9370 0 6
256806 0 0 0
256819 0 0 0
256832 0 0 0
256845 0 0 0
256858 0 0 0
256871 0 0 0
256884 0 0 0
256897 0 0 0
256910 0 0 0
256923 0 0 0
256936 0 0 0
256949 0 0 0
256962 0 0 0
256975 0 0 0
256988 0 0 0
257001 1602 0 1
257014 3204 0 1
257028 4051 0 2
257041 8765 0 5
257054 0 0 0
257067 0 0 0
257080 0 0 0
257093 0 0 0
257106 0 0 0
257119 0 0 0
257132 0 0 0
257145 0 0 0
257158 0 0 0
257171 0 0 0
257184 0 0 0
257197 0 0 0
257210 0 0 0
257223 0 0 0
257236 0 0 0
257249 0 0 0
257262 3756 0 2
257275 1252 0 0
257288 8764 0 7
257301 0 0 0
257314 0 0 0
257327 0 0 0
257340 0 0 0
257353 0 0 0
257366 0 0 0
257379 0 0 0
257392 0 0 0
257405 0 0 0
257418 0 0 0
257431 0 0 0
257444 0 0 0
257457 0 0 0
257470 0 0 0
257483 0 0 0
257496 0 0 0
257509 2946 0 3
257522 982 0 1
257535 2946 0 2
257548 3928 0 4
257561 0 0 0
257574 0 0 0
257587 0 0 0
257600 0 0 0
257613 0 0 0
257626 0 0 0
257639 0 0 0
257652 0 0 0
257665 0 0 0
257678 0 0 0
257691 0 0 0
257704 0 0 0
257717 0 0 0
257730 0 0 0
257743 0 0 0
257756 897 0 0
257769 1794 0 1
257782 2691 0 2
257795 4485 0 3
257808 0 0 0
257821 0 0 0
257834 0 0 0
257847 0 0 0
257860 0 0 0
257873 0 0 0
257886 0 0 0
257899 0 0 0
257912 0 0 0
257925 0 0 0
257938 0 0 0
257951 0 0 0
257964 0 0 0
257977 0 0 0
257990 0 0 0
258003 127 0 1
258016 2036 0 1
258029 915 0 1
258042 4853 0 3
258055 0 0 0
258068 0 0 0
258081 0 0 0
258094 0 0 0
258107 0 0 0
258120 0 0 0
258133 0 0 0
258146 0 0 0
258159 0 0 0
258172 0 0 0
258185 0 0 0
258198 0 0 0
258211 0 0 0
258224 0 0 0
258237 0 0 0
258250 0 0 0
258263 1863 0 1
258276 621 0 1
258289 3483 0 4
258302 864 0 0
258315 0 0 0
258328 0 0 0
258341 0 0 0
258354 0 0 0
258367 0 0 0
258380 0 0 0
258393 0 0 0
258406 0 0 0
258419 0 0 0
258432 0 0 0
258445 0 0 0
258458 0 0 0
258471 0 0 0
258484 0 0 0
258497 0 0 0
258510 1443 0 1
258523 481 0 0
258536 962 0 1
258549 2405 0 2
258562 0 0 0
258575 0 0 0
258588 0 0 0
258601 0 0 0
258614 0 0 0
258627 0 0 0
258640 0 0 0
258653 0 0 0
258666 0 0 0
258679 0 0 0
258692 0 0 0
258705 0 0 0
258718 0 0 0
258731 0 0 0
258744 0 0 0
258757 398 0 1
258770 796 0 2
258783 1194 0 2
258796 1990 0 4
258809 0 0 0
258822 0 0 0
258835 0 0 0
258848 0 0 0
258861 0 0 0
258874 0 0 0
258887 0 0 0
258900 0 0 0
258913 0 0 0
258926 0 0 0
258939 0 0 0
258952 0 0 0
258965 0 0 0
258978 0 0 0
258991 0 0 0
259004 0 0 0
259017 1041 0 1
259030 347 0 0
259043 2429 0 3
259056 0 0 0
259069 0 0 0
259082 0 0 0
259095 0 0 0
259108 0 0 0
259121 0 0 0
259134 0 0 0
259147 0 0 0
259160 0 0 0
259173 0 0 0
259186 0 0 0
259199 0 0 0
259212 0 0 0
259225 0 0 0
259238 0 0 0
259251 0 0 0
259264 747 0 2
259277 249 0 1
259290 918 0 3
259303 825 0 2
259316 0 0 0
259329 0 0 0
259342 0 0 0
259355 0 0 0
259368 0 0 0
259381 0 0 0
259394 0 0 0
259407 0 0 0
259420 0 0 0
