985009 47000 0 22
985021 0 0 0
985034 0 0 0
985047 0 0 0
985060 0 0 0
985073 0 0 0
985086 0 0 0
985099 0 0 0
985112 0 0 0
985125 0 0 0
985138 0 0 0
985151 0 0 0
985164 0 0 0
985177 0 0 0
985190 0 0 0
985203 0 0 0
985216 0 0 0
985229 0 0 0
985242 0 0 0
985256 3153 0 2
985269 33972 0 14
985281 0 0 0
985294 0 0 0
985307 0 0 0
985320 0 0 0
985333 0 0 0
985346 0 0 0
985359 0 0 0
985372 0 0 0
985385 0 0 0
985398 0 0 0
985411 0 0 0
985424 0 0 0
985437 0 0 0
985450 0 0 0
985463 0 0 0
985476 0 0 0
985489 0 0 0
985502 0 0 0
985516 18332 0 9
985529 11903 0 5
985541 0 0 0
985554 0 0 0
985567 0 0 0
985580 0 0 0
985593 0 0 0
985606 0 0 0
985619 0 0 0
985632 0 0 0
985645 0 0 0
985658 0 0 0
985671 0 0 0
985684 0 0 0
985697 0 0 0
985710 0 0 0
985723 0 0 0
985736 0 0 0
985749 0 0 0
985763 5055 0 2
985777 20220 0 10
985789 0 0 0
985802 0 0 0
985815 0 0 0
985828 0 0 0
985841 0 0 0
985854 0 0 0
985867 0 0 0
985880 0 0 0
985893 0 0 0
985906 0 0 0
985919 0 0 0
985932 0 0 0
985945 0 0 0
985958 0 0 0
985971 0 0 0
985984 0 0 0
985997 0 0 0
986010 0 0 0
986024 8134 0 5
986037 14166 0 5
986049 0 0 0
986062 0 0 0
986075 0 0 0
986088 0 0 0
986101 0 0 0
986114 0 0 0
986127 0 0 0
986140 0 0 0
986153 0 0 0
986166 0 0 0
986179 0 0 0
986192 0 0 0
986205 0 0 0
986218 0 0 0
986231 0 0 0
986244 0 0 0
986257 0 0 0
986271 3438 0 1
986284 13752 0 6
986296 0 0 0
986309 0 0 0
986322 0 0 0
986335 0 0 0
986348 0 0 0
986361 0 0 0
986374 0 0 0
986387 0 0 0
986400 0 0 0
986413 0 0 0
986426 0 0 0
986439 0 0 0
986452 0 0 0
986465 0 0 0
986478 0 0 0
986491 0 0 0
986504 0 0 0
986518 2807 0 2
986531 3399 0 3
986544 7829 0 3
986556 0 0 0
986569 0 0 0
986582 0 0 0
986595 0 0 0
986608 0 0 0
986621 0 0 0
986634 0 0 0
986647 0 0 0
986660 0 0 0
986673 0 0 0
986686 0 0 0
986699 0 0 0
986712 0 0 0
986725 0 0 0
986738 0 0 0
986751 0 0 0
986764 0 0 0
986778 2315 0 1
986791 9260 0 4
986803 0 0 0
986816 0 0 0
986829 0 0 0
986842 0 0 0
986855 0 0 0
986868 0 0 0
986881 0 0 0
986894 0 0 0
986907 0 0 0
986920 0 0 0
986933 0 0 0
986946 0 0 0
986959 0 0 0
986972 0 0 0
986985 0 0 0
986998 0 0 0
987011 0 0 0
987025 1874 0 1
987038 7496 0 4
987050 0 0 0
987063 0 0 0
987076 0 0 0
987089 0 0 0
987102 0 0 0
987115 0 0 0
987128 0 0 0
987141 0 0 0
987154 0 0 0
987167 0 0 0
987180 0 0 0
987193 0 0 0
987206 0 0 0
987219 0 0 0
987232 0 0 0
987245 0 0 0
987258 0 0 0
987272 1602 0 1
987285 2069 0 2
987298 4339 0 2
987310 0 0 0
987323 0 0 0
987336 0 0 0
987349 0 0 0
987362 0 0 0
987375 0 0 0
987388 0 0 0
987401 0 0 0
987414 0 0 0
987427 0 0 0
987440 0 0 0
987453 0 0 0
987466 0 0 0
987479 0 0 0
987492 0 0 0
987505 0 0 0
987518 0 0 0
987532 1252 0 1
987545 5008 0 3
987557 0 0 0
987570 0 0 0
987583 0 0 0
987596 0 0 0
987609 0 0 0
987622 0 0 0
987635 0 0 0
987648 0 0 0
987661 0 0 0
987674 0 0 0
987687 0 0 0
987700 0 0 0
987713 0 0 0
987726 0 0 0
987739 0 0 0
987752 0 0 0
987765 0 0 0
987778 982 0 0
987792 3928 0 4
987804 0 0 0
987817 0 0 0
987830 0 0 0
987843 0 0 0
987856 0 0 0
987869 0 0 0
987882 0 0 0
987895 0 0 0
987908 0 0 0
987921 0 0 0
987934 0 0 0
987947 0 0 0
987960 0 0 0
987973 0 0 0
987986 0 0 0
987999 0 0 0
988012 0 0 0
988026 897 0 1
988038 3588 0 0
988051 0 0 0
988064 0 0 0
988077 0 0 0
988090 0 0 0
988103 0 0 0
988116 0 0 0
988129 0 0 0
988142 0 0 0
988155 0 0 0
988168 0 0 0
988181 0 0 0
988194 0 0 0
988207 0 0 0
988220 0 0 0
988233 0 0 0
988246 0 0 0
988259 0 0 0
988272 721 0 0
988285 721 0 0
988299 2163 0 3
988311 0 0 0
988324 0 0 0
988338 0 0 0
988351 0 0 0
988364 0 0 0
988377 0 0 0
988390 0 0 0
988403 0 0 0
988416 0 0 0
988429 0 0 0
988442 0 0 0
988455 0 0 0
988468 0 0 0
988481 0 0 0
988494 0 0 0
988507 0 0 0
988520 0 0 0
988534 621 0 1
988546 2484 0 0
988559 0 0 0
988572 0 0 0
988585 0 0 0
988598 0 0 0
988611 0 0 0
988624 0 0 0
988637 0 0 0
988650 0 0 0
988663 0 0 0
988676 0 0 0
988689 0 0 0
988702 0 0 0
988715 0 0 0
988728 0 0 0
988741 0 0 0
988754 0 0 0
988767 0 0 0
988780 481 0 0
988794 1924 0 3
988806 0 0 0
988819 0 0 0
988832 0 0 0
988845 0 0 0
988858 0 0 0
988871 0 0 0
988884 0 0 0
988897 0 0 0
988910 0 0 0
988923 0 0 0
988937 0 0 0
988950 0 0 0
988963 0 0 0
988976 0 0 0
988989 0 0 0
989002 0 0 0
989015 0 0 0
989029 398 0 1
989042 1592 0 1
989054 0 0 0
989067 0 0 0
989080 0 0 0
989093 0 0 0
989106 0 0 0
989119 0 0 0
989132 0 0 0
989145 0 0 0
989158 0 0 0
989171 0 0 0
989184 0 0 0
989197 0 0 0
989210 0 0 0
989223 0 0 0
989236 0 0 0
989249 0 0 0
989262 0 0 0
989275 347 0 0
989289 347 0 1
989302 1041 0 2
989314 0 0 0
989327 0 0 0
989340 0 0 0
989353 0 0 0
989366 0 0 0
989379 0 0 0
989392 0 0 0
989405 0 0 0
989418 0 0 0
989431 0 0 0
989444 0 0 0
989457 0 0 0
989470 0 0 0
989483 0 0 0
989496 0 0 0
989509 0 0 0
989522 0 0 0
989536 249 0 1
989548 996 0 0
989561 0 0 0
989574 0 0 0
989587 0 0 0
989600 0 0 0
989613 0 0 0
989626 0 0 0
989640 0 0 0
989653 0 0 0
989666 0 0 0
989679 0 0 0
989692 0 0 0
989705 0 0 0
989718 0 0 0
989731 0 0 0
989744 0 0 0
989757 0 0 0
989770 0 0 0
989783 237 0 0
989797 948 0 2
989809 0 0 0
989822 0 0 0
989835 0 0 0
989848 0 0 0
989861 0 0 0
989874 0 0 0
989887 0 0 0
989900 0 0 0
989913 0 0 0
989926 0 0 0
989939 0 0 0
989952 0 0 0
989965 0 0 0
989978 0 0 0
989991 0 0 0
