742753,6593,0,15
742766,0,0,0
742779,0,0,0
742792,0,0,0
742805,4814,0,23
742818,1872,0,7
742831,0,0,0
742844,0,0,0
742857,0,0,0
742870,0,0,0
742883,0,0,0
742896,0,0,0
742909,0,0,0
742922,0,0,0
742935,0,0,0
742948,0,0,0
742961,0,0,0
742974,0,0,0
742987,0,0,0
743000,6447,0,23
743013,0,0,0
743026,0,0,0
743039,0,0,0
743052,0,0,0
743065,5524,0,23
743078,0,0,0
743091,0,0,0
743104,0,0,0
743117,0,0,0
743130,0,0,0
743143,0,0,0
743156,0,0,0
743169,0,0,0
743182,0,0,0
743195,0,0,0
743208,0,0,0
743221,0,0,0
743234,0,0,0
743247,6166,0,15
743260,0,0,0
743273,0,0,0
743286,0,0,0
743299,0,0,0
743312,3673,0,23
743325,960,0,0
743338,0,0,0
743351,0,0,0
743364,0,0,0
743377,0,0,0
743390,0,0,0
743403,0,0,0
743416,0,0,0
743429,0,0,0
743442,0,0,0
743455,0,0,0
743468,0,0,0
743481,0,0,0
743494,0,0,0
743507,6008,0,23
743520,0,0,0
743533,0,0,0
743546,0,0,0
743559,0,0,0
743572,3823,0,23
743585,0,0,0
743598,0,0,0
743611,0,0,0
743624,0,0,0
743637,0,0,0
743650,0,0,0
743663,0,0,0
743676,0,0,0
743689,0,0,0
743702,0,0,0
743715,0,0,0
743728,0,0,0
743741,0,0,0
743754,5665,0,15
743767,0,0,0
743780,0,0,0
743793,0,0,0
743806,0,0,0
743819,3058,0,23
743832,0,0,0
743845,0,0,0
743858,0,0,0
743871,0,0,0
743884,0,0,0
743897,0,0,0
743910,0,0,0
743923,0,0,0
743936,0,0,0
743949,0,0,0
743962,0,0,0
743975,0,0,0
743988,0,0,0
744001,0,0,0
744014,5540,0,15
744027,0,0,0
744040,0,0,0
744053,0,0,0
744066,0,0,0
744079,2588,0,15
744092,0,0,0
744105,0,0,0
744118,0,0,0
744131,0,0,0
744144,0,0,0
744157,0,0,0
744170,0,0,0
744183,0,0,0
744196,0,0,0
744209,0,0,0
744222,0,0,0
744235,0,0,0
744248,0,0,0
744261,5248,0,15
744274,0,0,0
744287,0,0,0
744300,0,0,0
744313,0,0,0
744326,2097,0,15
744339,0,0,0
744352,0,0,0
744365,0,0,0
744378,0,0,0
744391,0,0,0
744404,0,0,0
744417,0,0,0
744430,0,0,0
744443,0,0,0
744456,0,0,0
744469,0,0,0
744482,0,0,0
744495,0,0,0
744509,4089,0,14
744522,1083,0,0
744535,0,0,0
744548,0,0,0
744561,0,0,0
744574,872,0,15
744587,842,0,0
744600,0,0,0
744613,0,0,0
744626,0,0,0
744639,0,0,0
744652,0,0,0
744665,0,0,0
744678,0,0,0
744691,0,0,0
744704,0,0,0
744717,0,0,0
744730,0,0,0
744743,0,0,0
744756,0,0,0
744769,4833,0,15
744782,0,0,0
744795,0,0,0
744808,0,0,0
744821,0,0,0
744834,1438,0,15
744847,0,0,0
744860,0,0,0
744873,0,0,0
744886,0,0,0
744899,0,0,0
744912,0,0,0
744925,0,0,0
744938,0,0,0
744951,0,0,0
744964,0,0,0
744977,0,0,0
744990,0,0,0
745003,0,0,0
745016,4696,0,15
745029,0,0,0
745042,0,0,0
745055,0,0,0
745068,0,0,0
745081,1151,0,15
745094,0,0,0
745107,0,0,0
745120,0,0,0
745133,0,0,0
745146,0,0,0
745159,0,0,0
745172,0,0,0
745185,0,0,0
745198,0,0,0
745211,0,0,0
745224,0,0,0
745237,0,0,0
745250,0,0,0
745263,0,0,0
745276,0,0,0
745289,0,0,0
745302,0,0,0
745315,0,0,0
745328,0,0,0
745341,0,0,100
745354,0,0,0
read,396,profiled,data
